reportedTime,eventId
2017-05-24T00:00:00Z,54206214A1
2017-05-24T00:00:00Z,54208278A1
2017-05-27T00:00:00Z,90533321A1
2017-05-27T00:00:00Z,90531689A1
2017-05-27T00:00:00Z,90537065A1
2017-05-27T00:00:00Z,90538025A1
2017-05-27T00:00:00Z,90526217A1
2017-05-27T00:00:00Z,90539273A1
2017-05-27T00:00:00Z,90540089A1
2017-05-27T00:00:00Z,90540713A1
2017-05-27T00:00:00Z,90542249A1
2017-05-29T00:00:00Z,16039950A1
2017-05-29T00:00:00Z,16040094A1
2017-05-29T00:00:00Z,16040190A1
2017-05-29T00:00:00Z,16040286A1
2017-05-29T00:00:00Z,16040526A1
2017-05-29T00:00:00Z,16040574A1
2017-06-02T00:00:00Z,73649726A1
2017-06-02T00:00:00Z,73649966A1
2017-06-03T00:00:00Z,78484296A1
2017-06-03T00:00:00Z,78488136A1
2017-06-15T00:00:00Z,13027478A1
2017-06-15T00:00:00Z,27651459A1
2017-06-15T00:00:00Z,27655539A1
2017-06-15T00:00:00Z,27654579A1
2017-06-15T00:00:00Z,27645123A1
2017-06-15T00:00:00Z,13018310A1
2017-06-15T00:00:00Z,27648771A1
2017-06-15T00:00:00Z,27649347A1
2017-06-17T00:00:00Z,31949552A1
2017-06-17T00:00:00Z,31953488A1
2017-06-17T00:00:00Z,31953728A1
2017-06-17T00:00:00Z,31947104A1
2017-06-17T00:00:00Z,31950512A1
2017-06-17T00:00:00Z,31951232A1
2017-06-17T00:00:00Z,31951280A1
2017-06-17T00:00:00Z,31952528A1
2017-06-17T00:00:00Z,31952720A1
2017-06-20T00:00:00Z,57565559A1
2017-06-21T00:00:00Z,89615287A1
2017-06-21T00:00:00Z,89613799A1
2017-06-21T00:00:00Z,89613847A1
2017-06-21T00:00:00Z,89614087A1
2017-06-21T00:00:00Z,89614231A1
2017-06-21T00:00:00Z,89614279A1
2017-06-21T00:00:00Z,89614375A1
2017-06-21T00:00:00Z,89614807A1
2017-06-21T00:00:00Z,89614855A1
2017-06-21T00:00:00Z,89615095A1
2017-06-21T00:00:00Z,89615239A1
2017-06-21T00:00:00Z,89612791A1
2017-06-21T00:00:00Z,89612983A1
2017-06-21T00:00:00Z,89613079A1
2017-06-21T00:00:00Z,89613463A1
2017-06-21T00:00:00Z,89613607A1
2017-06-21T00:00:00Z,11035747A1
2017-06-21T00:00:00Z,11035843A1
2017-06-21T00:00:00Z,11035987A1
2017-06-21T00:00:00Z,11036035A1
2017-06-21T00:00:00Z,11036131A1
2017-06-22T00:00:00Z,2993245A1
2017-06-24T00:00:00Z,58613013A1
2017-06-24T00:00:00Z,58613061A1
2017-06-24T00:00:00Z,58613109A1
2017-06-24T00:00:00Z,58613733A1
2017-06-24T00:00:00Z,58613829A1
2017-06-24T00:00:00Z,58613877A1
2017-06-25T00:00:00Z,102806406A1
2017-06-25T00:00:00Z,102804582A1
2017-06-25T00:00:00Z,102804678A1
2017-06-25T00:00:00Z,102804870A1
2017-06-25T00:00:00Z,102804966A1
2017-06-25T00:00:00Z,102805158A1
2017-06-25T00:00:00Z,102805302A1
2017-06-25T00:00:00Z,102805590A1
2017-06-25T00:00:00Z,102805734A1
2017-06-25T00:00:00Z,102805830A1
2017-06-25T00:00:00Z,102805878A1
2017-06-25T00:00:00Z,102806022A1
2017-06-25T00:00:00Z,102806118A1
2017-06-25T00:00:00Z,102806262A1
2017-06-25T00:00:00Z,102806598A1
2017-06-25T00:00:00Z,102806742A1
2017-06-25T00:00:00Z,102807174A1
2017-06-25T00:00:00Z,102807366A1
2017-06-25T00:00:00Z,102807462A1
2017-06-25T00:00:00Z,102807750A1
2017-06-25T00:00:00Z,102807798A1
2017-06-25T00:00:00Z,102807894A1
2017-06-25T00:00:00Z,102807990A1
2017-06-25T00:00:00Z,102808182A1
2017-06-25T00:00:00Z,102808230A1
2017-06-25T00:00:00Z,102808278A1
2017-06-25T00:00:00Z,102808374A1
2017-06-25T00:00:00Z,102808566A1
2017-06-25T00:00:00Z,102808710A1
2017-06-25T00:00:00Z,102808758A1
2017-06-25T00:00:00Z,102813510A1
2017-06-25T00:00:00Z,102813702A1
2017-06-25T00:00:00Z,102813990A1
2017-06-25T00:00:00Z,102814134A1
2017-06-25T00:00:00Z,102814662A1
2017-06-25T00:00:00Z,102814854A1
2017-06-25T00:00:00Z,102814950A1
2017-06-25T00:00:00Z,102814998A1
2017-06-25T00:00:00Z,102815142A1
2017-06-25T00:00:00Z,102815334A1
2017-06-25T00:00:00Z,102815526A1
2017-06-25T00:00:00Z,102815670A1
2017-06-25T00:00:00Z,102815718A1
2017-06-25T00:00:00Z,38885753A1
2017-06-25T00:00:00Z,38885897A1
2017-06-25T00:00:00Z,102811158A1
2017-06-25T00:00:00Z,102811542A1
2017-06-25T00:00:00Z,102811686A1
2017-06-25T00:00:00Z,102812214A1
2017-06-25T00:00:00Z,102812310A1
2017-06-25T00:00:00Z,102812454A1
2017-06-25T00:00:00Z,102812598A1
2017-06-25T00:00:00Z,102812646A1
2017-06-25T00:00:00Z,102812742A1
2017-06-25T00:00:00Z,102813078A1
2017-06-25T00:00:00Z,102813222A1
2017-06-25T00:00:00Z,102813270A1
2017-06-25T00:00:00Z,102813414A1
2017-06-25T00:00:00Z,102809094A1
2017-06-25T00:00:00Z,102809430A1
2017-06-25T00:00:00Z,102809478A1
2017-06-25T00:00:00Z,102809622A1
2017-06-25T00:00:00Z,102810054A1
2017-06-25T00:00:00Z,102810198A1
2017-06-25T00:00:00Z,102810294A1
2017-06-25T00:00:00Z,102810390A1
2017-06-25T00:00:00Z,102810438A1
2017-06-25T00:00:00Z,102810534A1
2017-06-25T00:00:00Z,102810870A1
2017-06-25T00:00:00Z,102811014A1
2017-06-25T00:00:00Z,92589154A1
2017-06-25T00:00:00Z,102818214A1
2017-06-25T00:00:00Z,102802182A1
2017-06-25T00:00:00Z,102802326A1
2017-06-25T00:00:00Z,102802470A1
2017-06-25T00:00:00Z,102802710A1
2017-06-25T00:00:00Z,102802758A1
2017-06-25T00:00:00Z,102802806A1
2017-06-25T00:00:00Z,102802854A1
2017-06-25T00:00:00Z,102802998A1
2017-06-25T00:00:00Z,102803334A1
2017-06-25T00:00:00Z,102803430A1
2017-06-25T00:00:00Z,102803622A1
2017-06-25T00:00:00Z,102803766A1
2017-06-25T00:00:00Z,102804006A1
2017-06-25T00:00:00Z,102804102A1
2017-06-25T00:00:00Z,92589442A1
2017-06-25T00:00:00Z,102816774A1
2017-06-25T00:00:00Z,102816918A1
2017-06-25T00:00:00Z,102816966A1
2017-06-25T00:00:00Z,102817062A1
2017-06-25T00:00:00Z,102817158A1
2017-06-25T00:00:00Z,102816342A1
2017-06-25T00:00:00Z,102816390A1
2017-06-25T00:00:00Z,102817206A1
2017-06-25T00:00:00Z,102817254A1
2017-06-25T00:00:00Z,102817350A1
2017-06-25T00:00:00Z,102817446A1
2017-06-25T00:00:00Z,102817734A1
2017-06-25T00:00:00Z,102817974A1
2017-06-25T00:00:00Z,102818022A1
2017-06-28T00:00:00Z,95796414A1
2017-06-28T00:00:00Z,95797806A1
2017-06-28T00:00:00Z,95799390A1
2017-06-28T00:00:00Z,95799534A1
2017-07-02T00:00:00Z,56716033A1
2017-07-02T00:00:00Z,56712625A1
2017-07-02T00:00:00Z,56711905A1
2017-07-02T00:00:00Z,56713489A1
2017-07-02T00:00:00Z,56714545A1
2017-07-06T00:00:00Z,19523125A1
2017-07-06T00:00:00Z,19523317A1
2017-07-06T00:00:00Z,19523557A1
2017-07-06T00:00:00Z,19524613A1
2017-07-06T00:00:00Z,19524757A1
2017-07-07T00:00:00Z,7118234A1
2017-07-08T00:00:00Z,76856226A1
2017-07-08T00:00:00Z,76856274A1
2017-07-08T00:00:00Z,76856322A1
2017-07-08T00:00:00Z,76856370A1
2017-07-08T00:00:00Z,76856466A1
2017-07-08T00:00:00Z,76856562A1
2017-07-08T00:00:00Z,76856610A1
2017-07-08T00:00:00Z,76855074A1
2017-07-08T00:00:00Z,76855122A1
2017-07-08T00:00:00Z,76855170A1
2017-07-08T00:00:00Z,76855218A1
2017-07-08T00:00:00Z,76855266A1
2017-07-08T00:00:00Z,76855314A1
2017-07-08T00:00:00Z,76855410A1
2017-07-08T00:00:00Z,76855458A1
2017-07-08T00:00:00Z,76855506A1
2017-07-08T00:00:00Z,76855602A1
2017-07-08T00:00:00Z,76855698A1
2017-07-08T00:00:00Z,76855794A1
2017-07-08T00:00:00Z,76855842A1
2017-07-08T00:00:00Z,76855890A1
2017-07-08T00:00:00Z,76855938A1
2017-07-08T00:00:00Z,76856130A1
2017-07-08T00:00:00Z,76856178A1
2017-07-10T00:00:00Z,31139236A1
2017-07-12T00:00:00Z,77954179A1
2017-07-12T00:00:00Z,77962339A1
2017-07-18T00:00:00Z,14672356A1
2017-07-21T00:00:00Z,72198847A1
2017-07-21T00:00:00Z,72199039A1
2017-07-21T00:00:00Z,72199951A1
2017-07-21T00:00:00Z,72196255A1
2017-07-21T00:00:00Z,72196543A1
2017-07-21T00:00:00Z,72196927A1
2017-07-21T00:00:00Z,72197311A1
2017-07-21T00:00:00Z,72197887A1
2017-07-21T00:00:00Z,72198319A1
2017-07-21T00:00:00Z,72198463A1
2017-07-21T00:00:00Z,72187567A1
2017-07-21T00:00:00Z,72188191A1
2017-07-21T00:00:00Z,72188239A1
2017-07-21T00:00:00Z,72185167A1
2017-07-21T00:00:00Z,72185311A1
2017-07-21T00:00:00Z,72185599A1
2017-07-21T00:00:00Z,72186031A1
2017-07-21T00:00:00Z,72182287A1
2017-07-21T00:00:00Z,72182623A1
2017-07-21T00:00:00Z,72182767A1
2017-07-21T00:00:00Z,72183391A1
2017-07-21T00:00:00Z,72183487A1
2017-07-21T00:00:00Z,72183679A1
2017-07-21T00:00:00Z,72183727A1
2017-07-21T00:00:00Z,72183871A1
2017-07-21T00:00:00Z,72183967A1
2017-07-21T00:00:00Z,72184063A1
2017-07-21T00:00:00Z,72184303A1
2017-07-21T00:00:00Z,72194143A1
2017-07-21T00:00:00Z,72195535A1
2017-07-21T00:00:00Z,72179839A1
2017-07-21T00:00:00Z,72180799A1
2017-07-21T00:00:00Z,72181039A1
2017-07-21T00:00:00Z,72181135A1
2017-07-21T00:00:00Z,72181423A1
2017-07-21T00:00:00Z,72191023A1
2017-07-21T00:00:00Z,72191407A1
2017-07-21T00:00:00Z,72190735A1
2017-07-21T00:00:00Z,72189967A1
2017-07-21T00:00:00Z,72189583A1
2017-07-21T00:00:00Z,72189199A1
2017-07-22T00:00:00Z,9101242A1
2017-07-22T00:00:00Z,9094138A1
2017-07-22T00:00:00Z,9096202A1
2017-07-22T00:00:00Z,9098650A1
2017-07-22T00:00:00Z,9100234A1
2017-07-29T00:00:00Z,38176403A1
2017-07-29T00:00:00Z,38177267A1
2017-07-30T00:00:00Z,88312164A1
2017-07-30T00:00:00Z,88312788A1
2017-08-01T00:00:00Z,103285984A1
2017-08-01T00:00:00Z,103311808A1
2017-08-01T00:00:00Z,103295968A1
2017-08-01T00:00:00Z,103277440A1
2017-08-03T00:00:00Z,104982131A1
2017-08-06T00:00:00Z,69017788A1
2017-08-06T00:00:00Z,69017164A1
2017-08-09T00:00:00Z,69633653A1
2017-08-09T00:00:00Z,69633893A1
2017-08-09T00:00:00Z,69633941A1
2017-08-09T00:00:00Z,69634085A1
2017-08-09T00:00:00Z,69634229A1
2017-08-09T00:00:00Z,69634325A1
2017-08-10T00:00:00Z,18214059A1
2017-08-10T00:00:00Z,18228891A1
2017-08-11T00:00:00Z,18232395A1
2017-08-15T00:00:00Z,76098670A1
2017-08-15T00:00:00Z,93950235A1
2017-08-15T00:00:00Z,42006827A1
2017-08-15T00:00:00Z,37719517A1
2017-08-15T00:00:00Z,76110862A1
2017-08-15T00:00:00Z,37714573A1
2017-08-15T00:00:00Z,37716061A1
2017-08-15T00:00:00Z,42005627A1
2017-08-15T00:00:00Z,42005675A1
2017-08-15T00:00:00Z,42006443A1
2017-08-15T00:00:00Z,42006587A1
2017-08-15T00:00:00Z,76102126A1
2017-08-15T00:00:00Z,76103806A1
2017-08-15T00:00:00Z,37717405A1
2017-08-15T00:00:00Z,76099774A1
2017-08-15T00:00:00Z,76095214A1
2017-08-16T00:00:00Z,46827450A1
2017-08-16T00:00:00Z,46833738A1
2017-08-16T00:00:00Z,8361583A1
2017-08-18T00:00:00Z,94332937A1
2017-08-18T00:00:00Z,94334953A1
2017-08-18T00:00:00Z,31131647A1
2017-08-18T00:00:00Z,94321849A1
2017-08-18T00:00:00Z,94323097A1
2017-08-24T00:00:00Z,21307353A1
2017-08-24T00:00:00Z,21307401A1
2017-08-24T00:00:00Z,21307737A1
2017-08-24T00:00:00Z,21308697A1
2017-08-24T00:00:00Z,21309177A1
2017-08-24T00:00:00Z,28068436A1
2017-08-24T00:00:00Z,21309705A1
2017-08-24T00:00:00Z,21310857A1
2017-08-24T00:00:00Z,21306057A1
2017-08-24T00:00:00Z,21306393A1
2017-08-24T00:00:00Z,21306825A1
2017-08-25T00:00:00Z,102973987A1
2017-08-25T00:00:00Z,102974227A1
2017-08-25T00:00:00Z,102975235A1
2017-08-25T00:00:00Z,102975379A1
2017-09-01T00:00:00Z,44718279A1
2017-09-01T00:00:00Z,44715783A1
2017-09-03T00:00:00Z,58917237A1
2017-09-10T00:00:00Z,93422796A1
2017-09-10T00:00:00Z,72843444A1
2017-09-11T00:00:00Z,38669184A1
2017-09-11T00:00:00Z,4690572A1
2017-09-11T00:00:00Z,4690812A1
2017-09-11T00:00:00Z,4690908A1
2017-09-11T00:00:00Z,4690956A1
2017-09-11T00:00:00Z,4691244A1
2017-09-11T00:00:00Z,38665968A1
2017-09-11T00:00:00Z,38666448A1
2017-09-11T00:00:00Z,38674800A1
2017-09-11T00:00:00Z,38672496A1
2017-09-12T00:00:00Z,39120997A1
2017-09-16T00:00:00Z,17781471A1
2017-09-16T00:00:00Z,17780703A1
2017-09-16T00:00:00Z,17783535A1
2017-09-16T00:00:00Z,17783679A1
2017-09-16T00:00:00Z,17777679A1
2017-09-19T00:00:00Z,47447758A1
2017-09-19T00:00:00Z,47447806A1
2017-09-19T00:00:00Z,47447326A1
2017-09-19T00:00:00Z,47447422A1
2017-09-19T00:00:00Z,47447614A1
2017-09-19T00:00:00Z,47447662A1
2017-09-19T00:00:00Z,47444206A1
2017-09-19T00:00:00Z,47444302A1
2017-09-19T00:00:00Z,47444350A1
2017-09-19T00:00:00Z,47444398A1
2017-09-19T00:00:00Z,47444494A1
2017-09-19T00:00:00Z,47444590A1
2017-09-19T00:00:00Z,47444734A1
2017-09-19T00:00:00Z,47444782A1
2017-09-19T00:00:00Z,47444878A1
2017-09-19T00:00:00Z,47444926A1
2017-09-19T00:00:00Z,47444974A1
2017-09-19T00:00:00Z,47445070A1
2017-09-19T00:00:00Z,47445214A1
2017-09-19T00:00:00Z,47445358A1
2017-09-19T00:00:00Z,47445406A1
2017-09-19T00:00:00Z,47445502A1
2017-09-19T00:00:00Z,47445550A1
2017-09-19T00:00:00Z,47445694A1
2017-09-19T00:00:00Z,47445742A1
2017-09-19T00:00:00Z,47445790A1
2017-09-19T00:00:00Z,47445838A1
2017-09-19T00:00:00Z,47445886A1
2017-09-19T00:00:00Z,47446030A1
2017-09-19T00:00:00Z,47446078A1
2017-09-19T00:00:00Z,47446222A1
2017-09-19T00:00:00Z,47446318A1
2017-09-19T00:00:00Z,47446366A1
2017-09-19T00:00:00Z,47446462A1
2017-09-19T00:00:00Z,47446510A1
2017-09-19T00:00:00Z,47446702A1
2017-09-19T00:00:00Z,47446798A1
2017-09-19T00:00:00Z,47446942A1
2017-09-19T00:00:00Z,47447038A1
2017-09-19T00:00:00Z,47447134A1
2017-09-19T00:00:00Z,47447182A1
2017-09-20T00:00:00Z,88408480A1
2017-09-20T00:00:00Z,88408528A1
2017-09-20T00:00:00Z,88408624A1
2017-09-22T00:00:00Z,21199226A1
2017-09-22T00:00:00Z,21194618A1
2017-09-22T00:00:00Z,21196154A1
2017-09-22T00:00:00Z,21187946A1
2017-09-22T00:00:00Z,21190346A1
2017-09-22T00:00:00Z,21197450A1
2017-09-23T00:00:00Z,20715329A1
2017-09-23T00:00:00Z,20716049A1
2017-09-25T00:00:00Z,7086928A1
2017-09-25T00:00:00Z,7081264A1
2017-10-02T00:00:00Z,105716058A1
2017-10-02T00:00:00Z,105724568A1
2017-10-03T00:00:00Z,20321931A1
2017-10-03T00:00:00Z,20324907A1
2017-10-03T00:00:00Z,20325483A1
2017-10-03T00:00:00Z,47704243A1
2017-10-04T00:00:00Z,21912673A1
2017-10-04T00:00:00Z,21912721A1
2017-10-04T00:00:00Z,21913969A1
2017-10-04T00:00:00Z,21897457A1
2017-10-09T00:00:00Z,47036338A1
2017-10-09T00:00:00Z,47036578A1
2017-10-09T00:00:00Z,47037106A1
2017-10-10T00:00:00Z,61500394A1
2017-10-12T00:00:00Z,49952767A1
2017-10-18T00:00:00Z,101037595A1
2017-10-18T00:00:00Z,101042731A1
2017-10-18T00:00:00Z,101043259A1
2017-10-18T00:00:00Z,101043355A1
2017-10-18T00:00:00Z,101038315A1
2017-10-20T00:00:00Z,20588220A1
2017-10-20T00:00:00Z,20581644A1
2017-10-22T00:00:00Z,20428897A1
2017-10-27T00:00:00Z,47559923A1
2017-10-27T00:00:00Z,47560163A1
2017-10-27T00:00:00Z,47560835A1
2017-10-27T00:00:00Z,47561123A1
2017-10-27T00:00:00Z,47561219A1
2017-10-27T00:00:00Z,47540771A1
2017-10-27T00:00:00Z,47540243A1
2017-10-27T00:00:00Z,47540291A1
2017-10-27T00:00:00Z,47540627A1
2017-10-27T00:00:00Z,47540147A1
2017-10-27T00:00:00Z,47542355A1
2017-10-27T00:00:00Z,47542739A1
2017-10-27T00:00:00Z,47540963A1
2017-10-27T00:00:00Z,47541779A1
2017-10-27T00:00:00Z,47541923A1
2017-10-27T00:00:00Z,47542019A1
2017-10-27T00:00:00Z,47552819A1
2017-10-27T00:00:00Z,47553059A1
2017-10-27T00:00:00Z,47553203A1
2017-10-27T00:00:00Z,47553971A1
2017-10-27T00:00:00Z,47554019A1
2017-10-27T00:00:00Z,47554643A1
2017-10-27T00:00:00Z,47545619A1
2017-10-27T00:00:00Z,47546051A1
2017-10-27T00:00:00Z,47546147A1
2017-10-27T00:00:00Z,47546195A1
2017-10-27T00:00:00Z,47546483A1
2017-10-27T00:00:00Z,47546963A1
2017-10-27T00:00:00Z,47550947A1
2017-10-27T00:00:00Z,47550659A1
2017-10-27T00:00:00Z,47550611A1
2017-10-27T00:00:00Z,47554883A1
2017-10-27T00:00:00Z,47556131A1
2017-10-27T00:00:00Z,47556707A1
2017-10-27T00:00:00Z,47557139A1
2017-10-27T00:00:00Z,47564963A1
2017-10-27T00:00:00Z,47557379A1
2017-10-27T00:00:00Z,47557571A1
2017-10-27T00:00:00Z,47557811A1
2017-10-27T00:00:00Z,47558147A1
2017-10-27T00:00:00Z,47558579A1
2017-10-27T00:00:00Z,47558675A1
2017-10-27T00:00:00Z,47559203A1
2017-10-27T00:00:00Z,47548451A1
2017-10-27T00:00:00Z,47548067A1
2017-10-27T00:00:00Z,47550035A1
2017-10-27T00:00:00Z,47550083A1
2017-10-27T00:00:00Z,47549843A1
2017-10-27T00:00:00Z,47548547A1
2017-10-27T00:00:00Z,47549795A1
2017-10-27T00:00:00Z,47562083A1
